"index";"Nom de l'opérateur";"Millésime des données";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"Énergie concernée";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"ID";"OPERATEUR";"ANNEE";"IRIS_CODE";"IRIS_LIBELLE";"FILIERE";"CODE_GRAND_SECTEUR";"CONSO";"PDL"
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280401";"Cardinaud";"C";"R";6775.391;6
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280401";"Cardinaud";"C";"T";2168.125;2
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280402";"Casalis";"C";"R";8431.285;8
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280402";"Casalis";"C";"T";2698.011;2
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280403";"Abbaye";"C";"R";13424.1;14
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280403";"Abbaye";"C";"T";4295.712;4
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280404";"Plumerette";"C";"R";7299.633;5
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280404";"Plumerette";"C";"T";2335.883;2
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280405";"Cote d'Or_Coteaux du Sud_Sarrasins";"C";"R";16923.218;22
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280405";"Cote d'Or_Coteaux du Sud_Sarrasins";"C";"T";5415.43;7
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280406";"La Habette";"C";"R";4781.718;2
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280406";"La Habette";"C";"T";1530.15;1
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280407";"Arcos";"C";"R";15550.482;18
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280407";"Arcos";"C";"T";4976.154;6
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280408";"Saint-Éxupéry";"C";"R";17231.442;17
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280408";"Saint-Éxupéry";"C";"T";5514.062;6
"9403C";"Choisy-Vitry";"2019";"940220101";"Choisy Nord";"C";"R";3388;9
"9403C";"Choisy-Vitry";"2019";"940220101";"Choisy Nord";"C";"T";771;2
"9403C";"Choisy-Vitry";"2019";"940220102";"Centre I";"C";"R";5809;5
"9403C";"Choisy-Vitry";"2019";"940220104";"Parc Prairie i";"C";"R";3278;7
"9403C";"Choisy-Vitry";"2019";"940220104";"Parc Prairie i";"C";"T";1721;6
"9403C";"Choisy-Vitry";"2019";"940220105";"Centre Sud";"C";"R";1420;3
"9403C";"Choisy-Vitry";"2019";"940220105";"Centre Sud";"C";"T";903;6
"9403C";"Choisy-Vitry";"2019";"940220108";"Centre II";"C";"R";5268;4
"9403C";"Choisy-Vitry";"2019";"940220108";"Centre II";"C";"T";3208;2
"9403C";"Choisy-Vitry";"2019";"940220108";"Centre II";"C";"X";299;1
"9403C";"Choisy-Vitry";"2019";"940810101";"Zone Industrielle";"C";"I";1342;1
"9403C";"Choisy-Vitry";"2019";"940810101";"Zone Industrielle";"C";"T";961;2
"9403C";"Choisy-Vitry";"2019";"940810102";"Coquelin";"C";"R";1522;4
"9403C";"Choisy-Vitry";"2019";"940810102";"Coquelin";"C";"T";837;2
"9403C";"Choisy-Vitry";"2019";"940810103";"Balzac";"C";"R";8139;15
"9403C";"Choisy-Vitry";"2019";"940810103";"Balzac";"C";"T";959;4
"9403C";"Choisy-Vitry";"2019";"940810105";"8 Mai";"C";"R";2871;2
"9403C";"Choisy-Vitry";"2019";"940810105";"8 Mai";"C";"T";2811;6
"9403C";"Choisy-Vitry";"2019";"940810106";"Ferme Sud";"C";"R";1657;1
"9403C";"Choisy-Vitry";"2019";"940810106";"Ferme Sud";"C";"T";580;1
"9403C";"Choisy-Vitry";"2019";"940810107";"Le Mail";"C";"R";2746;2
"9403C";"Choisy-Vitry";"2019";"940810107";"Le Mail";"C";"T";"secret";"secret"
"9403C";"Choisy-Vitry";"2019";"940810108";"Groult";"C";"R";5778;2
"9403C";"Choisy-Vitry";"2019";"940810108";"Groult";"C";"T";1067;4
"9403C";"Choisy-Vitry";"2019";"940810108";"Groult";"C";"X";3200;1
"9403C";"Choisy-Vitry";"2019";"940810110";"Joliot Curie";"C";"R";9410;8
"9403C";"Choisy-Vitry";"2019";"940810110";"Joliot Curie";"C";"T";2183;4
"9403C";"Choisy-Vitry";"2019";"940810201";"Le Moulin Vert";"C";"R";3374;10
"9403C";"Choisy-Vitry";"2019";"940810201";"Le Moulin Vert";"C";"T";11472;12
"9403C";"Choisy-Vitry";"2019";"940810202";"Parc des Lilas";"C";"R";1258;1
"9403C";"Choisy-Vitry";"2019";"940810203";"Rabelais Commune de Paris 1";"C";"R";11207;8
"9403C";"Choisy-Vitry";"2019";"940810203";"Rabelais Commune de Paris 1";"C";"T";1780;5
"9403C";"Choisy-Vitry";"2019";"940810204";"La Petite Saussaie Commune de Paris 2";"C";"R";7054;4
"9403C";"Choisy-Vitry";"2019";"940810204";"La Petite Saussaie Commune de Paris 2";"C";"T";911;1
"9403C";"Choisy-Vitry";"2019";"940810205";"Paul Eluard";"C";"R";3911;3
"9403C";"Choisy-Vitry";"2019";"940810205";"Paul Eluard";"C";"T";4368;11
"9403C";"Choisy-Vitry";"2019";"940810206";"Clos Langlois";"C";"R";8323;4
"9403C";"Choisy-Vitry";"2019";"940810206";"Clos Langlois";"C";"T";"secret";"secret"
"9403C";"Choisy-Vitry";"2019";"940810207";"Le Moulin Neuf";"C";"R";5568;7
"9403C";"Choisy-Vitry";"2019";"940810207";"Le Moulin Neuf";"C";"T";1615;4
"9403C";"Choisy-Vitry";"2019";"940810208";"Colonel Fabien";"C";"R";6460;3
"9403C";"Choisy-Vitry";"2019";"940810208";"Colonel Fabien";"C";"T";530;1
"9403C";"Choisy-Vitry";"2019";"940810210";"Edouard Til";"C";"R";5453;3
"9403C";"Choisy-Vitry";"2019";"940810210";"Edouard Til";"C";"T";532;2
"9403C";"Choisy-Vitry";"2019";"940810212";"Le Coteau";"C";"T";430;2
"9403C";"Choisy-Vitry";"2019";"940810303";"Stalingrad Ouest";"C";"R";2440;5
"9403C";"Choisy-Vitry";"2019";"940810303";"Stalingrad Ouest";"C";"T";635;1
"9403C";"Choisy-Vitry";"2019";"940810304";"Stalingrad Est";"C";"R";1448;1
"9403C";"Choisy-Vitry";"2019";"940810307";"Barbusse";"C";"R";6425;3
"9403C";"Choisy-Vitry";"2019";"940810307";"Barbusse";"C";"T";3336;5
"9403C";"Choisy-Vitry";"2019";"940810308";"Robespierre";"C";"R";2026;2
"9403C";"Choisy-Vitry";"2019";"940810308";"Robespierre";"C";"X";1267;1
"9403C";"Choisy-Vitry";"2019";"940810309";"Abbé Derry";"C";"R";3959;3
"9403C";"Choisy-Vitry";"2019";"940810309";"Abbé Derry";"C";"T";791;2
"9403C";"Choisy-Vitry";"2019";"940810309";"Abbé Derry";"C";"X";3559;1
"9403C";"Choisy-Vitry";"2019";"940810310";"Marche";"C";"R";4532;4
"9403C";"Choisy-Vitry";"2019";"940810310";"Marche";"C";"T";1033;3
"9403C";"Choisy-Vitry";"2019";"940810312";"Port à l'Anglais";"C";"R";5038;8
"9403C";"Choisy-Vitry";"2019";"940810312";"Port à l'Anglais";"C";"T";1700;4
"9403C";"Choisy-Vitry";"2019";"94081XXXX";"Iris fictif de la commune Vitry-sur-Seine";"C";"R";839;2
"9404C";"Réseau de Fontenay-sous-Bois";"2019";"93048XXXX";"Iris fictif de la commune Montreuil";"C";"R";3122;2
"9404C";"Réseau de Fontenay-sous-Bois";"2019";"940330105";"Jean Zay";"C";"R";10517;8
"9404C";"Réseau de Fontenay-sous-Bois";"2019";"940330105";"Jean Zay";"C";"T";15613;20
"9404C";"Réseau de Fontenay-sous-Bois";"2019";"940330106";"Les Larris 1";"C";"R";5779;4
"9404C";"Réseau de Fontenay-sous-Bois";"2019";"940330107";"Les Larris 2";"C";"R";13576;10
"9404C";"Réseau de Fontenay-sous-Bois";"2019";"940330107";"Les Larris 2";"C";"T";2398;6
"9404C";"Réseau de Fontenay-sous-Bois";"2019";"940330108";"Les Larris 3";"C";"R";15630;12
"9404C";"Réseau de Fontenay-sous-Bois";"2019";"940330109";"Les Alouettes";"C";"T";13208;8
"9404C";"Réseau de Fontenay-sous-Bois";"2019";"940330110";"Bois Cadet 1";"C";"R";11250;7
"9404C";"Réseau de Fontenay-sous-Bois";"2019";"940330110";"Bois Cadet 1";"C";"T";7070;10
"9404C";"Réseau de Fontenay-sous-Bois";"2019";"940330111";"Bois Cadet 2";"C";"T";"secret";"secret"
"9404C";"Réseau de Fontenay-sous-Bois";"2019";"940330112";"Bois Cadet 3";"C";"R";10933;4
"9404C";"Réseau de Fontenay-sous-Bois";"2019";"940330112";"Bois Cadet 3";"C";"T";"secret";"secret"
"9404C";"Réseau de Fontenay-sous-Bois";"2019";"940330113";"Michelet";"C";"R";4670;4
"9404C";"Réseau de Fontenay-sous-Bois";"2019";"940330113";"Michelet";"C";"T";2644;6
"9404C";"Réseau de Fontenay-sous-Bois";"2019";"940330117";"Le Village 4";"C";"T";626;1
"9406C";"Réseau de GEOTELLUENCE";"2019";"940410301";"Ivry Port Nord";"C";"R";968;3
"9406C";"Réseau de GEOTELLUENCE";"2019";"940410301";"Ivry Port Nord";"C";"T";"secret";"secret"
"9406C";"Réseau de GEOTELLUENCE";"2019";"940410302";"Ivry Port Centre";"C";"R";1560;3
"9406C";"Réseau de GEOTELLUENCE";"2019";"940410304";"Ivry Port Sud";"C";"R";4330;7
"9406C";"Réseau de GEOTELLUENCE";"2019";"940410304";"Ivry Port Sud";"C";"T";1601;5
"9409C";"Sucy en Brie";"2019";"940710102";"La Fosse Rouge";"C";"R";7871;1
"9409C";"Sucy en Brie";"2019";"940710102";"La Fosse Rouge";"C";"T";"secret";"secret"
"9409C";"Sucy en Brie";"2019";"940710103";"La Cité Verte";"C";"R";9232;6
"9409C";"Sucy en Brie";"2019";"940710103";"La Cité Verte";"C";"T";674;2
"9409C";"Sucy en Brie";"2019";"940710104";"Les Monrois ... Fdv";"C";"R";4540;5
"9409C";"Sucy en Brie";"2019";"940710109";"Le Centre";"C";"R";3213;3
"9409C";"Sucy en Brie";"2019";"940710109";"Le Centre";"C";"T";625;4
"9410C";"Réseau de Cachan";"2019";"920140105";"Mirebeau";"C";"R";1058.61818181818;1
"9410C";"Réseau de Cachan";"2019";"940160101";"Centre Ville 1";"C";"R";3662.81890909091;3
"9410C";"Réseau de Cachan";"2019";"940160101";"Centre Ville 1";"C";"T";571.653818181818;1
"9410C";"Réseau de Cachan";"2019";"940160102";"Cité Jardins";"C";"R";5494.22836363636;5
"9410C";"Réseau de Cachan";"2019";"940160102";"Cité Jardins";"C";"T";857.480727272727;1
"9410C";"Réseau de Cachan";"2019";"940160104";"Centre Ville 2";"C";"R";1058.61818181818;1
"9410C";"Réseau de Cachan";"2019";"940160106";"La Plaine 1";"C";"R";7325.63781818182;7
"9410C";"Réseau de Cachan";"2019";"940160106";"La Plaine 1";"C";"T";1143.30763636364;1
"9410C";"Réseau de Cachan";"2019";"940160107";"La Plaine 2";"C";"R";5494.22836363636;5
"9410C";"Réseau de Cachan";"2019";"940160107";"La Plaine 2";"C";"T";857.480727272727;1
"9410C";"Réseau de Cachan";"2019";"940160108";"Prairie";"C";"R";14651.2756363636;14
"9410C";"Réseau de Cachan";"2019";"940160108";"Prairie";"C";"T";2286.61527272727;2
"9410C";"Réseau de Cachan";"2019";"940160111";"Grange-Ory Lumieres 2";"C";"R";10072.752;10
"9410C";"Réseau de Cachan";"2019";"940160111";"Grange-Ory Lumieres 2";"C";"T";1572.048;1
"9410C";"Réseau de Cachan";"2019";"940380105";"Petit Robinson 2";"C";"R";1831.40945454545;2
"9410C";"Réseau de Cachan";"2019";"940380105";"Petit Robinson 2";"C";"T";285.826909090909;1
"9411C";"Réseau de champigny sur Marne";"2019";"940171101";"Mordacs 1";"C";"R";4026;2
"9411C";"Réseau de champigny sur Marne";"2019";"940171103";"Mordacs 3";"C";"R";13750;6
"9411C";"Réseau de champigny sur Marne";"2019";"940171103";"Mordacs 3";"C";"T";1150;4
"9411C";"Réseau de champigny sur Marne";"2019";"940171201";"Bois l'Abbé 1";"C";"R";4656;2
"9411C";"Réseau de champigny sur Marne";"2019";"940171202";"Bois l'Abbé 2";"C";"R";13090;3
"9411C";"Réseau de champigny sur Marne";"2019";"940171202";"Bois l'Abbé 2";"C";"T";502;1
"9411C";"Réseau de champigny sur Marne";"2019";"940171203";"Bois l'Abbé 3";"C";"R";8376;3
"9411C";"Réseau de champigny sur Marne";"2019";"940171204";"Bois l'Abbé 4";"C";"R";6734;2
"9411C";"Réseau de champigny sur Marne";"2019";"940171204";"Bois l'Abbé 4";"C";"T";1135;5
"9411C";"Réseau de champigny sur Marne";"2019";"940171304";"Coeuilly 4";"C";"R";213;1
"9411C";"Réseau de champigny sur Marne";"2019";"940171304";"Coeuilly 4";"C";"T";652;1
"9411C";"Réseau de champigny sur Marne";"2019";"940190105";"Paris Chennevieres";"C";"T";600;1
"9411C";"Réseau de champigny sur Marne";"2019";"940190106";"Bois l'Abbé 1";"C";"R";5094;6
"9411C";"Réseau de champigny sur Marne";"2019";"940190107";"Bois l'Abbé 2 Plaine des Bordes";"C";"R";7016;6
"9411C";"Réseau de champigny sur Marne";"2019";"940190107";"Bois l'Abbé 2 Plaine des Bordes";"C";"T";1897;2
"9411C";"Réseau de champigny sur Marne";"2019";"940190108";"Hauts de Chennevieres Pince Vent";"C";"R";3641;2
"9411C";"Réseau de champigny sur Marne";"2019";"940190108";"Hauts de Chennevieres Pince Vent";"C";"T";1134;2
"9412C";"Maisons_Alfort 1 et 2";"2019";"940460302";"Charentonneau 2";"C";"I";947;1
"9412C";"Maisons_Alfort 1 et 2";"2019";"940460302";"Charentonneau 2";"C";"R";104964;88
"9412C";"Maisons_Alfort 1 et 2";"2019";"940460302";"Charentonneau 2";"C";"T";20447;34
"9413C";"Thiais";"2019";"940730105";"La Couture du Moulin";"C";"R";7507;13
"9413C";"Thiais";"2019";"940730105";"La Couture du Moulin";"C";"T";517;1
"9413C";"Thiais";"2019";"940730108";"Les Saules";"C";"R";987;1
"9413C";"Thiais";"2019";"940730108";"Les Saules";"C";"T";905;2
"9413C";"Thiais";"2019";"940730109";"Les Nefliers";"C";"R";1176;2
"9413C";"Thiais";"2019";"940730109";"Les Nefliers";"C";"T";472;1
"9413C";"Thiais";"2019";"940730110";"Le Pressoir";"C";"R";4431;2
"9413C";"Thiais";"2019";"940730110";"Le Pressoir";"C";"T";1746;3
"9413C";"Thiais";"2019";"940730111";"Le Coulon";"C";"R";1475;3
"9413C";"Thiais";"2019";"940730112";"Le Pave de Grignon";"C";"R";12369;2
"9413C";"Thiais";"2019";"940730112";"Le Pave de Grignon";"C";"T";738;2
"9414C";"Réseau de Bonneuil sur Marne";"2019";"940110101";"Zone d'Activité";"C";"X";1990.54609803212;4
"9414C";"Réseau de Bonneuil sur Marne";"2019";"940110102";"Centre Ancien";"C";"X";2118.55379516169;7
"9414C";"Réseau de Bonneuil sur Marne";"2019";"940110103";"Haut Bonneuil";"C";"X";3578.5545682023;6
"9414C";"Réseau de Bonneuil sur Marne";"2019";"940110104";"Cité Fabien";"C";"X";2237.3;2
"9414C";"Réseau de Bonneuil sur Marne";"2019";"940110105";"Saint-Exupéry";"C";"X";5314.5598258789;8
"9414C";"Réseau de Bonneuil sur Marne";"2019";"940110106";"Salvador Allende";"C";"X";11789.9217330617;10
"9414C";"Réseau de Bonneuil sur Marne";"2019";"940110107";"République";"C";"X";5244.05243714752;17
"9414C";"Réseau de Bonneuil sur Marne";"2019";"940110108";"Fosse aux Moines";"C";"X";2397;3
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"94021XXXX";"Iris fictif de la commune Chevilly-Larue";"C";"R";211;1
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940210102";"Larue 1";"C";"R";2582;3
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940210102";"Larue 1";"C";"T";1801;2
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940210103";"Larue 2";"C";"R";10972;3
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940210103";"Larue 2";"C";"T";1016;1
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940210104";"Bretagne 1";"C";"R";3405;7
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940210105";"Bretagne 2";"C";"R";3782;5
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940210106";"Centre";"C";"R";7712;16
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940210106";"Centre";"C";"T";5816;16
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940210107";"Sorbiers";"C";"R";9075;9
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940210107";"Sorbiers";"C";"T";1547;2
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940210108";"Saussaie";"C";"R";12165;3
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940210108";"Saussaie";"C";"T";3914;6
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940210109";"La Guinet";"C";"R";6238;11
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940210109";"La Guinet";"C";"T";610;2
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940380102";"Les Blondeaux 1";"C";"R";2928;4
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940380102";"Les Blondeaux 1";"C";"T";1572;1
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940380103";"Les Blondeaux 2";"C";"R";1049;4
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940380103";"Les Blondeaux 2";"C";"T";430;1
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940380104";"Petit Robinson 1";"C";"R";361;2
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940380105";"Petit Robinson 2";"C";"R";756;1
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940380106";"Centre 1";"C";"R";6891;7
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940380106";"Centre 1";"C";"T";2087;6
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940380107";"Centre 2";"C";"R";7787;4
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940380107";"Centre 2";"C";"T";1538;5
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940380108";"Centre 3";"C";"R";4782;3
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940380108";"Centre 3";"C";"T";1578;3
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940380109";"Jardin Parisien 1";"C";"R";4506;5
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940380109";"Jardin Parisien 1";"C";"T";843;2
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940380110";"Jardin Parisien 2";"C";"R";5633;3
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940380111";"Lallier P. Hochart 1";"C";"R";8244;4
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940380111";"Lallier P. Hochart 1";"C";"T";981;2
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940380112";"Lallier P. Hochart 2";"C";"R";9344;8
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940380112";"Lallier P. Hochart 2";"C";"T";259;1
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940380113";"La Vallée aux Renards";"C";"R";8055;8
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940380113";"La Vallée aux Renards";"C";"T";353;3
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940760101";"Pasteur";"C";"R";295;1
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940760102";"Guipons";"C";"T";584;1
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940760105";"Monsivry";"C";"R";2832;5
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940760105";"Monsivry";"C";"T";835;2
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940760111";"Centre Ville Ouest";"C";"R";1939;4
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940760111";"Centre Ville Ouest";"C";"T";11798;6
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940760112";"Centre Ville Nord";"C";"R";3433;5
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940760112";"Centre Ville Nord";"C";"T";330;1
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940760113";"République";"C";"R";395;1
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940760114";"Hautes Bruyeres";"C";"R";1081;2
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940760114";"Hautes Bruyeres";"C";"T";788;2
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940760115";"Epi d'Or";"C";"R";6112;4
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940760115";"Epi d'Or";"C";"T";598;2
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940760116";"Mermoz";"C";"T";1623;3
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940760117";"Les Lozaits";"C";"R";13372;1
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940760118";"Delaune";"C";"R";3794;4
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940760118";"Delaune";"C";"T";4121;1
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940760119";"Lebon";"C";"R";2972;4
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940760119";"Lebon";"C";"T";850;3
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940760121";"Centre Ville Sud";"C";"R";7823;2
"9415C";"Réseau de Chevilly-Larue L'Haÿ-les-Roses Villejuif";"2019";"940760121";"Centre Ville Sud";"C";"T";1267;3
"9419C";"Réseau de Fresnes";"2019";"940340101";"Cerisaie-Médicis";"C";"R";5944;10
"9419C";"Réseau de Fresnes";"2019";"940340101";"Cerisaie-Médicis";"C";"T";"secret";"secret"
"9419C";"Réseau de Fresnes";"2019";"940340102";"Sablonniere";"C";"R";6038;14
"9419C";"Réseau de Fresnes";"2019";"940340102";"Sablonniere";"C";"T";2304.242072;3
"9419C";"Réseau de Fresnes";"2019";"940340103";"Centre Ville";"C";"R";7793.3134;12
"9419C";"Réseau de Fresnes";"2019";"940340103";"Centre Ville";"C";"T";6224.258912;7
"9419C";"Réseau de Fresnes";"2019";"940340104";"Daix-Thibaudes";"C";"R";5912;9
"9419C";"Réseau de Fresnes";"2019";"940340104";"Daix-Thibaudes";"C";"T";2417;3
"9419C";"Réseau de Fresnes";"2019";"940340105";"Fleurs-Pasteur";"C";"R";5898.1;8
"9419C";"Réseau de Fresnes";"2019";"940340105";"Fleurs-Pasteur";"C";"T";1199;2
"9419C";"Réseau de Fresnes";"2019";"940340106";"Peupleraie";"C";"R";5324.417616;8
"9419C";"Réseau de Fresnes";"2019";"940340107";"Fosse aux Loups";"C";"R";5712.215713;14
"9419C";"Réseau de Fresnes";"2019";"940340107";"Fosse aux Loups";"C";"T";2646;6
"9419C";"Réseau de Fresnes";"2019";"940340108";"Vallée aux Renards";"C";"R";9337.612418;1
"9419C";"Réseau de Fresnes";"2019";"940340109";"Bergonie-Frères Lumière";"C";"R";"secret";"secret"
"9419C";"Réseau de Fresnes";"2019";"940340112";"Domaine Penitentiaire";"C";"R";8800.6;4
"9419C";"Réseau de Fresnes";"2019";"940340112";"Domaine Penitentiaire";"C";"T";2328;11
"9421C";"Alfortville";"2019";"940020201";"Zola Carnot";"C";"R";2116.9352;4
"9421C";"Alfortville";"2019";"940020201";"Zola Carnot";"C";"T";373.5768;1
"9421C";"Alfortville";"2019";"940020202";"Grand Ensemble";"C";"R";10881.0676;17
"9421C";"Alfortville";"2019";"940020202";"Grand Ensemble";"C";"T";1920.1884;1
"9421C";"Alfortville";"2019";"940020203";"Carnot Petit Pont Alouettes";"C";"R";9326.22690434783;18
"9421C";"Alfortville";"2019";"940020203";"Carnot Petit Pont Alouettes";"C";"T";1645.80474782609;1
"9421C";"Alfortville";"2019";"940020204";"Jardin Val de Seine";"C";"R";7911.0554;13
